smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,SA_score,has_PAINS,PAINS_alert,PAINS_penalty,final_score,parent_seed,round
C=CC(=O)NC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.113984078401435,0.008074326960102487,0.8185291858113687,309.32900000000006,1.95082,87.44,2,6,0.0,2.1500000000000004,False,,0.0,9.192674344347017,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,1
C=CC(=O)NC1=NNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.13757354266735,0.012238972593488535,0.7236088219324395,308.3450000000001,1.5238199999999997,90.24,3,6,0.0,2.1500000000000004,False,,0.0,9.164638981040083,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,2
C=CC(=O)NC1=COC=C2N=CN=C(Nc3cccc(C)c3)C21,9.100234860675844,0.020178506873168068,0.8423852863139648,308.34100000000007,2.47872,75.08,2,5,0.0,2.25,False,,0.0,9.163748996959658,C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21,1
C=CC(=O)NC1=NNOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.122527137545822,0.013755718822122594,0.7170653802729625,324.3440000000001,1.4554199999999997,99.47,3,7,0.0,2.1500000000000004,False,,0.0,9.14480410886018,C=CC(=O)NC1=NNC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=NONOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.123193102591141,0.011989014406859426,0.7050454524082924,340.3430000000001,1.3870199999999995,108.7,3,8,0.0,2.1500000000000004,False,,0.0,9.141226814388428,C=CC(=O)NC1=NONC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NONC=C2N=CN=C(Nc3cccc(C)c3)C21,9.119283596316148,0.01675534181027785,0.7170653802729625,324.3440000000001,1.4554199999999997,99.47,3,7,0.0,2.1500000000000004,False,,0.0,9.138560944642352,C=CC(=O)NC1=NOOC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=CNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.118486461715813,0.024869537091559597,0.7479524421590898,307.3570000000001,2.05172,77.88,3,5,0.0,2.25,False,,0.0,9.130093145703798,C=CC(=O)NC1=COC=C2N=CN=C(Nc3cccc(C)c3)C21,2
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,9.055274655763263,0.01515204864525719,0.81873646341932,315.283,1.989,78.21000000000001,2,5,0.0,2.1500000000000004,False,,0.0,9.126990838827666,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=CONOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.099262570746117,0.024249579536601545,0.7312349784865615,339.3550000000001,1.91492,96.34,3,7,0.0,2.25,False,,0.0,9.103130480452796,C=CC(=O)NC1=CONC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(F)c3)C21,9.027482534150158,0.011982536324066088,0.8166739212657403,331.73800000000006,2.5033000000000003,78.21000000000001,2,5,0.0,2.1500000000000004,False,,0.0,9.101336958458962,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(F)c3)C21,2
C=CC(=O)NC1=CNOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.087380688636973,0.02629919360815033,0.7424397455963746,323.35600000000005,1.98332,87.11,3,6,0.0,2.25,False,,0.0,9.09480136782701,C=CC(=O)NC1=CNC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NC1=NNNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.128980836821905,0.01692637943038815,0.6104550161032194,323.36000000000007,1.0284199999999997,102.27,4,7,0.0,2.1500000000000004,False,,0.0,9.094781965443127,C=CC(=O)NC1=NNOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=CONC=C2N=CN=C(Nc3cccc(C)c3)C21,9.091389878976834,0.033745778722877304,0.7424397455963746,323.35600000000005,1.98332,87.11,3,6,0.0,2.25,False,,0.0,9.091363973052143,C=CC(=O)NC1=COOC=C2N=CN=C(Nc3cccc(C)c3)C21,3
C=CC(=O)NNC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,9.1345042062144,0.021744741864106895,0.5713812887949513,308.3450000000001,1.5238199999999997,90.24,3,6,0.0,2.1500000000000004,False,,0.0,9.07595010874777,C=CC(=O)NOC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,2
C=CC(=O)NC1=CNNC=C2N=CN=C(Nc3cccc(C)c3)C21,9.111539672755269,0.025140154552784146,0.6358098263209643,322.37200000000007,1.5563199999999995,89.91000000000001,4,6,0.0,2.25,False,,0.0,9.066804431362968,C=CC(=O)NC1=CNOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(Cl)c(Cl)c3)C21,9.002891249773626,0.017725019639629743,0.8061853941744007,348.1930000000001,3.0176000000000007,78.21000000000001,2,5,0.0,2.1500000000000004,False,,0.0,9.065758927221196,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=NOONC=C2N=CN=C(Nc3cccc(C)c3)C21,9.119380188829098,0.016409045326738533,0.556723145221248,340.3430000000001,1.3870199999999995,108.7,3,8,0.0,2.1500000000000004,False,,0.0,9.058832716112983,C=CC(=O)NC1=NOOOC=C2N=CN=C(Nc3cccc(C)c3)C21,4
C=CC(=O)NC1=NOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.084778316321785,0.02714076786947819,0.6407322672510349,325.3280000000001,1.88242,96.67,2,7,0.0,2.1500000000000004,False,,0.0,9.055503682077825,C=CC(=O)NC1=NOC=C2N=CN=C(Nc3cccc(C)c3)C21,2
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,9.034126133483245,0.024439002255429648,0.7788345040932567,376.189,2.612400000000001,78.21000000000001,2,5,0.0,2.324593333333334,False,,0.0,9.050415383274444,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,1
C=CC(=O)NC1=NOOOC=C2N=CN=C(Nc3cccc(C)c3)C21,9.084778316321783,0.027140767869478225,0.6302743544173977,341.32700000000006,1.81402,105.9,2,8,0.0,2.1500000000000004,False,,0.0,9.050274725661005,C=CC(=O)NC1=NOOC=C2N=CN=C(Nc3cccc(C)c3)C21,3
